EVT_SAVE_FLAG(0) GF_Unused_EVT_00
EVT_SAVE_FLAG(1700) GF_Unused_BAT_24
EVT_SAVE_FLAG(1701) GF_Unused_BAT_25
EVT_SAVE_FLAG(1702) GF_Unused_BAT_26
EVT_SAVE_FLAG(1703) GF_Unused_BAT_27
EVT_SAVE_FLAG(1704) GF_KootFavor_LeftKoopaVillage
EVT_SAVE_FLAG(1705) GF_KootFavor_LeftKoopaArea
EVT_SAVE_FLAG(1706) GF_MAC02_KootFavor_CurrentComplete
EVT_SAVE_FLAG(1707) GF_NOK02_KootFavor00_Unlocked
EVT_SAVE_FLAG(1708) GF_NOK02_KootFavor00_GaveUp
EVT_SAVE_FLAG(1709) GF_NOK02_KootFavor00_Complete
EVT_SAVE_FLAG(1710) GF_NOK02_KootFavor01_Unlocked
EVT_SAVE_FLAG(1711) GF_NOK02_KootFavor01_GaveUp
EVT_SAVE_FLAG(1712) GF_NOK02_KootFavor01_Complete
EVT_SAVE_FLAG(1713) GF_NOK02_KootFavor02_Unlocked
EVT_SAVE_FLAG(1714) GF_NOK02_KootFavor02_GaveUp
EVT_SAVE_FLAG(1715) GF_NOK02_KootFavor02_Complete
EVT_SAVE_FLAG(1716) GF_NOK02_KootFavor03_Unlocked
EVT_SAVE_FLAG(1717) GF_NOK02_KootFavor03_GaveUp
EVT_SAVE_FLAG(1718) GF_NOK02_KootFavor03_Complete
EVT_SAVE_FLAG(1719) GF_NOK02_KootFavor04_Unlocked
EVT_SAVE_FLAG(1720) GF_NOK02_KootFavor04_GaveUp
EVT_SAVE_FLAG(1721) GF_NOK02_KootFavor04_Complete
EVT_SAVE_FLAG(1722) GF_NOK02_KootFavor05_Unlocked
EVT_SAVE_FLAG(1723) GF_NOK02_KootFavor05_GaveUp
EVT_SAVE_FLAG(1724) GF_NOK02_KootFavor05_Complete
EVT_SAVE_FLAG(1725) GF_NOK02_KootFavor06_Unlocked
EVT_SAVE_FLAG(1726) GF_NOK02_KootFavor06_GaveUp
EVT_SAVE_FLAG(1727) GF_NOK02_KootFavor06_Complete
EVT_SAVE_FLAG(1728) GF_NOK02_KootFavor07_Unlocked
EVT_SAVE_FLAG(1729) GF_NOK02_KootFavor07_GaveUp
EVT_SAVE_FLAG(1730) GF_NOK02_KootFavor07_Complete
EVT_SAVE_FLAG(1731) GF_NOK02_KootFavor08_Unlocked
EVT_SAVE_FLAG(1732) GF_NOK02_KootFavor08_GaveUp
EVT_SAVE_FLAG(1733) GF_NOK02_KootFavor08_Complete
EVT_SAVE_FLAG(1734) GF_NOK02_KootFavor09_Unlocked
EVT_SAVE_FLAG(1735) GF_NOK02_KootFavor09_GaveUp
EVT_SAVE_FLAG(1736) GF_NOK02_KootFavor09_Complete
EVT_SAVE_FLAG(1737) GF_NOK02_KootFavor0A_Unlocked
EVT_SAVE_FLAG(1738) GF_NOK02_KootFavor0A_GaveUp
EVT_SAVE_FLAG(1739) GF_NOK02_KootFavor0A_Complete
EVT_SAVE_FLAG(1740) GF_NOK02_KootFavor0B_Unlocked
EVT_SAVE_FLAG(1741) GF_NOK02_KootFavor0B_GaveUp
EVT_SAVE_FLAG(1742) GF_NOK02_KootFavor0B_Complete
EVT_SAVE_FLAG(1743) GF_NOK02_KootFavor0C_Unlocked
EVT_SAVE_FLAG(1744) GF_NOK02_KootFavor0C_GaveUp
EVT_SAVE_FLAG(1745) GF_NOK02_KootFavor0C_Complete
EVT_SAVE_FLAG(1746) GF_NOK02_KootFavor0D_Unlocked
EVT_SAVE_FLAG(1747) GF_NOK02_KootFavor0D_GaveUp
EVT_SAVE_FLAG(1748) GF_NOK02_KootFavor0D_Complete
EVT_SAVE_FLAG(1749) GF_NOK02_KootFavor0E_Unlocked
EVT_SAVE_FLAG(1750) GF_NOK02_KootFavor0E_GaveUp
EVT_SAVE_FLAG(1751) GF_NOK02_KootFavor0E_Complete
EVT_SAVE_FLAG(1752) GF_NOK02_KootFavor0F_Unlocked
EVT_SAVE_FLAG(1753) GF_NOK02_KootFavor0F_GaveUp
EVT_SAVE_FLAG(1754) GF_NOK02_KootFavor0F_Complete
EVT_SAVE_FLAG(1755) GF_NOK02_KootFavor10_Unlocked
EVT_SAVE_FLAG(1756) GF_NOK02_KootFavor10_GaveUp
EVT_SAVE_FLAG(1757) GF_NOK02_KootFavor10_Complete
EVT_SAVE_FLAG(1758) GF_NOK02_KootFavor11_Unlocked
EVT_SAVE_FLAG(1759) GF_NOK02_KootFavor11_GaveUp
EVT_SAVE_FLAG(1760) GF_NOK02_KootFavor11_Complete
EVT_SAVE_FLAG(1761) GF_NOK02_KootFavor12_Unlocked
EVT_SAVE_FLAG(1762) GF_NOK02_KootFavor12_GaveUp
EVT_SAVE_FLAG(1763) GF_NOK02_KootFavor12_Complete
EVT_SAVE_FLAG(1764) GF_NOK02_KootFavor13_Unlocked
EVT_SAVE_FLAG(1765) GF_NOK02_KootFavor13_GaveUp
EVT_SAVE_FLAG(1766) GF_NOK02_KootFavor13_Complete
EVT_SAVE_FLAG(1767) GF_Met_ChuckQuizmo
EVT_SAVE_FLAG(1768) GF_Quizmo_HasLocation
EVT_SAVE_FLAG(1769) GF_Quizmo_ChangedLocation
EVT_SAVE_FLAG(1770) GF_HOS06_Met_Merlow
EVT_SAVE_FLAG(1771) GF_HOS06_MerlowBadge_00
EVT_SAVE_FLAG(1772) GF_HOS06_MerlowBadge_01
EVT_SAVE_FLAG(1773) GF_HOS06_MerlowBadge_02
EVT_SAVE_FLAG(1774) GF_HOS06_MerlowBadge_03
EVT_SAVE_FLAG(1775) GF_HOS06_MerlowBadge_04
EVT_SAVE_FLAG(1776) GF_HOS06_MerlowBadge_05
EVT_SAVE_FLAG(1777) GF_HOS06_MerlowBadge_06
EVT_SAVE_FLAG(1778) GF_HOS06_MerlowBadge_07
EVT_SAVE_FLAG(1779) GF_HOS06_MerlowBadge_08
EVT_SAVE_FLAG(1780) GF_HOS06_MerlowBadge_09
EVT_SAVE_FLAG(1781) GF_HOS06_MerlowBadge_0A
EVT_SAVE_FLAG(1782) GF_HOS06_MerlowBadge_0B
EVT_SAVE_FLAG(1783) GF_HOS06_MerlowBadge_0C
EVT_SAVE_FLAG(1784) GF_HOS06_MerlowBadge_0D
EVT_SAVE_FLAG(1785) GF_HOS06_MerlowBadge_0E
EVT_SAVE_FLAG(1786) GF_Unused_NPC_52
EVT_SAVE_FLAG(1787) GF_TradingEvent1_Active
EVT_SAVE_FLAG(1788) GF_TradingEvent2_Active
EVT_SAVE_FLAG(1789) GF_TradingEvent3_Active
EVT_SAVE_FLAG(1790) GF_NOK02_KootFavor14_Unlocked
EVT_SAVE_FLAG(1791) GF_Unused_NPC_57
EVT_SAVE_FLAG(1792) GF_Unused_NPC_58
EVT_SAVE_FLAG(1793) GF_Quizmo_TakingQuiz
EVT_SAVE_FLAG(1794) GF_Unused_NPC_5A
EVT_SAVE_FLAG(1795) GF_Unused_NPC_5B
EVT_SAVE_FLAG(1796) GF_Unused_NPC_5C
EVT_SAVE_FLAG(1797) GF_Unused_NPC_5D
EVT_SAVE_FLAG(1798) GF_Unused_NPC_5E
EVT_SAVE_FLAG(1799) GF_Unused_NPC_5F
EVT_SAVE_FLAG(1800) GF_Unused_NPC_60
EVT_SAVE_FLAG(1801) GF_Unused_NPC_61
EVT_SAVE_FLAG(1802) GF_Unused_NPC_62
EVT_SAVE_FLAG(1803) GF_Unused_NPC_63
EVT_SAVE_FLAG(1804) GF_Unused_NPC_64
EVT_SAVE_FLAG(1805) GF_Unused_NPC_65
EVT_SAVE_FLAG(1806) GF_Unused_NPC_66
EVT_SAVE_FLAG(1807) GF_Unused_NPC_67
EVT_SAVE_FLAG(1808) GF_Unused_NPC_68
EVT_SAVE_FLAG(1809) GF_Unused_NPC_69
EVT_SAVE_FLAG(1810) GF_Unused_NPC_6A
EVT_SAVE_FLAG(1811) GF_Unused_NPC_6B
EVT_SAVE_FLAG(1812) GF_Unused_NPC_6C
EVT_SAVE_FLAG(1813) GF_SpawnedItemDrop_00
EVT_SAVE_FLAG(1814) GF_Unused_BTL_01
EVT_SAVE_FLAG(1815) GF_Unused_BTL_02
EVT_SAVE_FLAG(1816) GF_Unused_BTL_03
EVT_SAVE_FLAG(1817) GF_Tutorial_SwapTurnOrder
EVT_SAVE_FLAG(1818) GF_Tutorial_SpikyEnemy
EVT_SAVE_FLAG(1819) GF_Tutorial_FlyingEnemy
EVT_SAVE_FLAG(1820) GF_Unused_BTL_07
EVT_SAVE_FLAG(1821) GF_Unused_BTL_08
EVT_SAVE_FLAG(1822) GF_Unused_BTL_09
EVT_SAVE_FLAG(1823) GF_Unused_BTL_0A
EVT_SAVE_FLAG(1824) GF_Unused_BTL_0B
EVT_SAVE_FLAG(1825) GF_Unused_BTL_0C
EVT_SAVE_FLAG(1826) GF_Unused_BTL_0D
EVT_SAVE_FLAG(1827) GF_Unused_BTL_0E
EVT_SAVE_FLAG(1828) GF_Unused_BTL_0F
EVT_SAVE_FLAG(1829) GF_Unused_BTL_10
EVT_SAVE_FLAG(1830) GF_Unused_BTL_11
EVT_SAVE_FLAG(1831) GF_Unused_BTL_12
EVT_SAVE_FLAG(1832) GF_Unused_BTL_13
EVT_SAVE_FLAG(1833) GF_Unused_BTL_14
EVT_SAVE_FLAG(1834) GF_Unused_BTL_15
EVT_SAVE_FLAG(1835) GF_Unused_BTL_16
EVT_SAVE_FLAG(1836) GF_Unused_BTL_17
EVT_SAVE_FLAG(1837) GF_Unused_BTL_18
EVT_SAVE_FLAG(1838) GF_FBTL_00
EVT_SAVE_FLAG(1839) GF_FBTL_01
EVT_SAVE_FLAG(1840) GF_FBTL_02
EVT_SAVE_FLAG(1841) GF_FBTL_03
EVT_SAVE_FLAG(1842) GF_FBTL_04
EVT_SAVE_FLAG(1843) GF_FBTL_05
EVT_SAVE_FLAG(1844) GF_FBTL_06
EVT_SAVE_FLAG(1845) GF_FBTL_07
EVT_SAVE_FLAG(1846) GF_FBTL_08
EVT_SAVE_FLAG(1847) GF_FBTL_09
EVT_SAVE_FLAG(1848) GF_FBTL_0A
EVT_SAVE_FLAG(1849) GF_FBTL_0B
EVT_SAVE_FLAG(1850) GF_FBTL_0C
EVT_SAVE_FLAG(1851) GF_FBTL_0D
EVT_SAVE_FLAG(1852) GF_FBTL_0E
EVT_SAVE_FLAG(1853) GF_FBTL_0F
EVT_SAVE_FLAG(1854) GF_FBTL_10
EVT_SAVE_FLAG(1855) GF_FBTL_11
EVT_SAVE_FLAG(1856) GF_FBTL_12
EVT_SAVE_FLAG(1857) GF_FBTL_13
EVT_SAVE_FLAG(1858) GF_FBTL_14
EVT_SAVE_FLAG(1859) GF_FBTL_15
EVT_SAVE_FLAG(1860) GF_FBTL_16
EVT_SAVE_FLAG(1861) GF_FBTL_17
EVT_SAVE_FLAG(1862) GF_FBTL_18
EVT_SAVE_FLAG(1863) GF_FBTL_19
EVT_SAVE_FLAG(1864) GF_FBTL_1A
EVT_SAVE_FLAG(1865) GF_FBTL_1B
EVT_SAVE_FLAG(1866) GF_FBTL_1C
EVT_SAVE_FLAG(1867) GF_FBTL_1D
EVT_SAVE_FLAG(1868) GF_FBTL_1E
EVT_SAVE_FLAG(1869) GF_FBTL_1F
EVT_SAVE_FLAG(1870) GF_FBTL_20
EVT_SAVE_FLAG(1871) GF_FBTL_21
EVT_SAVE_FLAG(1872) GF_FBTL_22
EVT_SAVE_FLAG(1873) GF_FBTL_23
EVT_SAVE_FLAG(1874) GF_FBTL_24
EVT_SAVE_FLAG(1875) GF_FBTL_25
EVT_SAVE_FLAG(1876) GF_FBTL_26
EVT_SAVE_FLAG(1877) GF_FBTL_27
EVT_SAVE_FLAG(1878) GF_FBTL_28
EVT_SAVE_FLAG(1879) GF_FBTL_29
EVT_SAVE_FLAG(1880) GF_FBTL_2A
EVT_SAVE_FLAG(1881) GF_FBTL_2B
EVT_SAVE_FLAG(1882) GF_FBTL_2C
EVT_SAVE_FLAG(1883) GF_FBTL_2D
EVT_SAVE_FLAG(1884) GF_FBTL_2E
EVT_SAVE_FLAG(1885) GF_FBTL_2F
EVT_SAVE_FLAG(1886) GF_FBTL_30
EVT_SAVE_FLAG(1887) GF_FBTL_31
EVT_SAVE_FLAG(1888) GF_FBTL_32
EVT_SAVE_FLAG(1889) GF_FBTL_33
EVT_SAVE_FLAG(1890) GF_FBTL_34
EVT_SAVE_FLAG(1891) GF_FBTL_35
EVT_SAVE_FLAG(1892) GF_FBTL_36
EVT_SAVE_FLAG(1893) GF_FBTL_37
EVT_SAVE_FLAG(1894) GF_FBTL_38
EVT_SAVE_FLAG(1895) GF_FBTL_39
EVT_SAVE_FLAG(1896) GF_FBTL_3A
EVT_SAVE_FLAG(1897) GF_FBTL_3B
EVT_SAVE_FLAG(1898) GF_FBTL_3C
EVT_SAVE_FLAG(1899) GF_FBTL_3D
EVT_SAVE_FLAG(1900) GF_FBTL_3E
EVT_SAVE_FLAG(1901) GF_FBTL_3F
EVT_SAVE_FLAG(1902) GF_FBTL_40
EVT_SAVE_FLAG(1903) GF_FBTL_41
EVT_SAVE_FLAG(1904) GF_FBTL_42
EVT_SAVE_FLAG(1905) GF_FBTL_43
EVT_SAVE_FLAG(1906) GF_FBTL_44
EVT_SAVE_FLAG(1907) GF_FBTL_45
EVT_SAVE_FLAG(1908) GF_FBTL_46
EVT_SAVE_FLAG(1909) GF_FBTL_47
EVT_SAVE_FLAG(1910) GF_FBTL_48
EVT_SAVE_FLAG(1911) GF_FBTL_49
EVT_SAVE_FLAG(1912) GF_FBTL_4A
EVT_SAVE_FLAG(1913) GF_Unused_FBTL_4B
EVT_SAVE_FLAG(1914) GF_Unused_FBTL_4C
EVT_SAVE_FLAG(1915) GF_Unused_FBTL_4D
EVT_SAVE_FLAG(1916) GF_Unused_FBTL_4E
EVT_SAVE_FLAG(1917) GF_Unused_FBTL_4F
EVT_SAVE_FLAG(1918) GF_Unused_FBTL_50
EVT_SAVE_FLAG(1919) GF_Unused_FBTL_51
EVT_SAVE_FLAG(1920) GF_Unused_FBTL_52
EVT_SAVE_FLAG(1921) GF_Unused_FBTL_53
EVT_SAVE_FLAG(1922) GF_Unused_FBTL_54
EVT_SAVE_FLAG(1923) GF_Unused_FBTL_55
EVT_SAVE_FLAG(1924) GF_Unused_FBTL_56
EVT_SAVE_FLAG(1925) GF_Unused_FBTL_57
EVT_SAVE_FLAG(1926) GF_Unused_FBTL_58
EVT_SAVE_FLAG(1927) GF_Unused_FBTL_59
EVT_SAVE_FLAG(1928) GF_Unused_FBTL_5A
EVT_SAVE_FLAG(1929) GF_Unused_FBTL_5B
EVT_SAVE_FLAG(1930) GF_Unused_FBTL_5C
EVT_SAVE_FLAG(1931) GF_Unused_FBTL_5D
EVT_SAVE_FLAG(1932) GF_Unused_FBTL_5E
EVT_SAVE_FLAG(1933) GF_TIK01_WarpPipes
EVT_SAVE_FLAG(1934) GF_TIK08_WarpPipe
EVT_SAVE_FLAG(1935) GF_TIK09_WarpPipe
EVT_SAVE_FLAG(1936) GF_Unused_DOKAN_03
EVT_SAVE_FLAG(1937) GF_KMR02_WarpPipe
EVT_SAVE_FLAG(1938) GF_NOK02_WarpPipe
EVT_SAVE_FLAG(1939) GF_DRO01_WarpPipe
EVT_SAVE_FLAG(1940) GF_MIM11_WarpPipe
EVT_SAVE_FLAG(1941) GF_JAN03_WarpPipe
EVT_SAVE_FLAG(1942) GF_Unused_DOKAN_09
EVT_SAVE_FLAG(1943) GF_Unused_DOKAN_0A
EVT_SAVE_FLAG(1944) GF_Unused_DOKAN_0B
EVT_SAVE_FLAG(1945) GF_Unused_DOKAN_0C
EVT_SAVE_FLAG(1946) GF_Unused_DOKAN_0D
EVT_SAVE_FLAG(1947) GF_Unused_DOKAN_0E
EVT_SAVE_FLAG(1948) GF_Unused_DOKAN_0F
EVT_SAVE_FLAG(1949) GF_Unused_DOKAN_10
EVT_SAVE_FLAG(1950) GF_Unused_DOKAN_11
EVT_SAVE_FLAG(1951) GF_Unused_DOKAN_12
EVT_SAVE_FLAG(1952) GF_Unused_DOKAN_13
EVT_SAVE_FLAG(1953) GF_Unused_DOKAN_14
EVT_SAVE_FLAG(1954) GF_Unused_DOKAN_15
EVT_SAVE_FLAG(1955) GF_Unused_DOKAN_16
EVT_SAVE_FLAG(1956) GF_Unused_DOKAN_17
EVT_SAVE_FLAG(1957) GF_Unused_DOKAN_18
EVT_SAVE_FLAG(1958) GF_Unused_DOKAN_19
EVT_SAVE_FLAG(1959) GF_Unused_DOKAN_1A
EVT_SAVE_FLAG(1960) GF_Unused_DOKAN_1B
EVT_SAVE_FLAG(1961) GF_Unused_DOKAN_1C
EVT_SAVE_FLAG(1962) GF_MAP_ToadTown
EVT_SAVE_FLAG(1963) GF_MAP_PeachCastleGrounds
EVT_SAVE_FLAG(1964) GF_MAP_ShootingStarSummit
EVT_SAVE_FLAG(1965) GF_MAP_ToadTownTunnels
EVT_SAVE_FLAG(1966) GF_MAP_GoombaVillage
EVT_SAVE_FLAG(1967) GF_MAP_GoombaRoad
EVT_SAVE_FLAG(1968) GF_MAP_PleasantPath
EVT_SAVE_FLAG(1969) GF_MAP_KoopaVillage
EVT_SAVE_FLAG(1970) GF_MAP_KoopaBrosFortress
EVT_SAVE_FLAG(1971) GF_MAP_MtRugged
EVT_SAVE_FLAG(1972) GF_MAP_DryDryDesert
EVT_SAVE_FLAG(1973) GF_MAP_DryDryOutpost
EVT_SAVE_FLAG(1974) GF_MAP_DryDryRuins
EVT_SAVE_FLAG(1975) GF_MAP_ForeverForest
EVT_SAVE_FLAG(1976) GF_MAP_BoosMansion
EVT_SAVE_FLAG(1977) GF_MAP_GustyGulch
EVT_SAVE_FLAG(1978) GF_MAP_TubbasManor
EVT_SAVE_FLAG(1979) GF_MAP_WindyMill
EVT_SAVE_FLAG(1980) GF_MAP_ShyGuysToybox
EVT_SAVE_FLAG(1981) GF_MAP_JadeJungle
EVT_SAVE_FLAG(1982) GF_MAP_YoshisVillage
EVT_SAVE_FLAG(1983) GF_MAP_MtLavalava
EVT_SAVE_FLAG(1984) GF_MAP_FlowerFields
EVT_SAVE_FLAG(1985) GF_MAP_CloudyClimb
EVT_SAVE_FLAG(1986) GF_MAP_ShiverCity
EVT_SAVE_FLAG(1987) GF_MAP_ShiverSnowfield
EVT_SAVE_FLAG(1988) GF_MAP_StarbornValley
EVT_SAVE_FLAG(1989) GF_MAP_ShiverMountain
EVT_SAVE_FLAG(1990) GF_MAP_CrystalPalace
EVT_SAVE_FLAG(1991) GF_MAP_StarWay
EVT_SAVE_FLAG(1992) GF_MAP_StarHaven
EVT_SAVE_FLAG(1993) GF_MAP_BowsersCastle
EVT_SAVE_FLAG(1994) GF_MAP_PeachsCastle
EVT_SAVE_FLAG(1995) GF_MAP_MariosHouse
EVT_SAVE_FLAG(1996) GF_Unused_MAP_22
EVT_SAVE_FLAG(1997) GF_Unused_MAP_23
EVT_SAVE_FLAG(1998) GF_Unused_MAP_24
EVT_SAVE_FLAG(1999) GF_Unused_MAP_25
EVT_SAVE_FLAG(2000) GF_Unused_MAP_26
EVT_SAVE_FLAG(2001) GF_Unused_MAP_27
EVT_SAVE_FLAG(2002) GF_Unused_MAP_28
EVT_SAVE_FLAG(2003) GF_Unused_MAP_29
EVT_SAVE_FLAG(2004) GF_Unused_MAP_2A
EVT_SAVE_FLAG(2005) GF_Unused_MAP_2B
EVT_SAVE_FLAG(2006) GF_Unused_MAP_2C
EVT_SAVE_FLAG(2007) GF_Unused_MAP_2D
EVT_SAVE_FLAG(2008) GF_Unused_MAP_2E
EVT_SAVE_FLAG(2009) GF_Unused_MAP_2F
EVT_SAVE_FLAG(2010) GF_Unused_MAP_30
EVT_SAVE_FLAG(2011) GF_Unused_MAP_31
EVT_SAVE_FLAG(2012) GF_Unused_MAP_32
EVT_SAVE_FLAG(2013) GF_Unused_MAP_33
EVT_SAVE_FLAG(2014) GF_Unused_MAP_34
EVT_SAVE_FLAG(2015) GF_Unused_MAP_35
EVT_SAVE_FLAG(2016) GF_Unused_7E0
EVT_SAVE_FLAG(2017) GF_Unused_7E1
EVT_SAVE_FLAG(2018) GF_Unused_7E2
EVT_SAVE_FLAG(2019) GF_Unused_7E3
EVT_SAVE_FLAG(2020) GF_Unused_7E4
EVT_SAVE_FLAG(2021) GF_Unused_7E5
EVT_SAVE_FLAG(2022) GF_Unused_7E6
EVT_SAVE_FLAG(2023) GF_Unused_7E7
EVT_SAVE_FLAG(2024) GF_Unused_7E8
EVT_SAVE_FLAG(2025) GF_Unused_7E9
EVT_SAVE_FLAG(2026) GF_Unused_7EA
EVT_SAVE_FLAG(2027) GF_Unused_7EB
EVT_SAVE_FLAG(2028) GF_Unused_7EC
EVT_SAVE_FLAG(2029) GF_Unused_7ED
EVT_SAVE_FLAG(2030) GF_Unused_7EE
EVT_SAVE_FLAG(2031) GF_Unused_7EF
EVT_SAVE_FLAG(2032) GF_Unused_7F0
EVT_SAVE_FLAG(2033) GF_Unused_7F1
EVT_SAVE_FLAG(2034) GF_Unused_7F2
EVT_SAVE_FLAG(2035) GF_Unused_7F3
EVT_SAVE_FLAG(2036) GF_Unused_7F4
EVT_SAVE_FLAG(2037) GF_Unused_7F5
EVT_SAVE_FLAG(2038) GF_Unused_7F6
EVT_SAVE_FLAG(2039) GF_Unused_7F7
EVT_SAVE_FLAG(2040) GF_Unused_7F8
EVT_SAVE_FLAG(2041) GF_Unused_7F9
EVT_SAVE_FLAG(2042) GF_Unused_7FA
EVT_SAVE_FLAG(2043) GF_Unused_7FB
EVT_SAVE_FLAG(2044) GF_Unused_7FC
EVT_SAVE_FLAG(2045) GF_Unused_7FD
EVT_SAVE_FLAG(2046) GF_Unused_7FE
EVT_SAVE_FLAG(2047) GF_Unused_7FF
